NCBI_gene:55768	OMIM:615273
NCBI_gene:29925	ORPHANET:588
NCBI_gene:7134	ORPHANET:154
NCBI_gene:6103	OMIM:300029
NCBI_gene:3560	ORPHANET:85408
NCBI_gene:23495	OMIM:240500
NCBI_gene:51293	OMIM:613646
NCBI_gene:5961	OMIM:608133
NCBI_gene:59341	OMIM:184252
NCBI_gene:112744	ORPHANET:1334
NCBI_gene:55640	OMIM:225790
NCBI_gene:254065	OMIM:300659
NCBI_gene:5345	OMIM:262850
NCBI_gene:23090	OMIM:614844
NCBI_gene:5352	OMIM:609220
NCBI_gene:1144	OMIM:608930
NCBI_gene:153201	OMIM:242600
NCBI_gene:7287	ORPHANET:791
NCBI_gene:83938	OMIM:615179
NCBI_gene:1836	OMIM:600972
NCBI_gene:931	ORPHANET:1572
NCBI_gene:57120	OMIM:102530
NCBI_gene:8288	OMIM:261500
NCBI_gene:22909	OMIM:614817
NCBI_gene:22999	ORPHANET:1872
NCBI_gene:84100	OMIM:613575
NCBI_gene:27019	ORPHANET:244
NCBI_gene:2273	OMIM:300695
NCBI_gene:5979	OMIM:171300
NCBI_gene:1438	OMIM:300770
NCBI_gene:7809	OMIM:602522
NCBI_gene:28956	OMIM:610798
NCBI_gene:4143	OMIM:250850
NCBI_gene:3748	OMIM:605259
NCBI_gene:5449	ORPHANET:226307
NCBI_gene:5967	OMIM:167770
NCBI_gene:3655	OMIM:226730
NCBI_gene:2746	OMIM:606762
NCBI_gene:8626	ORPHANET:2440
NCBI_gene:25782	OMIM:212720
NCBI_gene:958	OMIM:606843
NCBI_gene:7048	OMIM:610168
NCBI_gene:8292	OMIM:603034
NCBI_gene:3892	OMIM:158000
NCBI_gene:8701	ORPHANET:244
NCBI_gene:64087	ORPHANET:6
NCBI_gene:5193	ORPHANET:912
NCBI_gene:6530	OMIM:604715
NCBI_gene:4609	OMIM:113970
NCBI_gene:3339	OMIM:255800
NCBI_gene:6813	OMIM:613101
NCBI_gene:145173	OMIM:261540
NCBI_gene:378884	OMIM:254780
NCBI_gene:23322	OMIM:611561
NCBI_gene:767	ORPHANET:1766
NCBI_gene:116442	OMIM:300271
NCBI_gene:6792	ORPHANET:3095
NCBI_gene:3040	OMIM:140700
NCBI_gene:79087	OMIM:607143
NCBI_gene:2625	OMIM:146255
NCBI_gene:291	OMIM:609283
NCBI_gene:6338	OMIM:264350
NCBI_gene:2290	ORPHANET:261144
NCBI_gene:123263	OMIM:614947
NCBI_gene:7291	OMIM:123100
NCBI_gene:55750	OMIM:212350
NCBI_gene:3815	ORPHANET:98849
NCBI_gene:2200	OMIM:102370
NCBI_gene:2690	OMIM:604271
NCBI_gene:5350	OMIM:609909
NCBI_gene:5244	OMIM:614972
NCBI_gene:4633	OMIM:608758
NCBI_gene:9427	OMIM:615065
NCBI_gene:5193	OMIM:266510
NCBI_gene:26276	OMIM:208085
NCBI_gene:846	OMIM:145980
NCBI_gene:7030	OMIM:300854
NCBI_gene:477	OMIM:602481
NCBI_gene:57038	OMIM:611523
NCBI_gene:2697	OMIM:600309
NCBI_gene:2584	OMIM:230200
NCBI_gene:2581	OMIM:245200
NCBI_gene:70	OMIM:613424
NCBI_gene:145873	OMIM:608681
NCBI_gene:6949	ORPHANET:861
NCBI_gene:11005	OMIM:147050
NCBI_gene:673	OMIM:613707
NCBI_gene:3549	ORPHANET:93388
NCBI_gene:930	ORPHANET:1572
NCBI_gene:5290	OMIM:602501
NCBI_gene:23334	OMIM:615476
NCBI_gene:5949	ORPHANET:791
NCBI_gene:7466	OMIM:222300
NCBI_gene:2296	ORPHANET:782
NCBI_gene:387700	OMIM:612018
NCBI_gene:7046	OMIM:608967
NCBI_gene:4914	OMIM:155240
NCBI_gene:3290	OMIM:614662
NCBI_gene:55240	OMIM:615234
NCBI_gene:51062	OMIM:613708
NCBI_gene:212	OMIM:300752
NCBI_gene:4313	ORPHANET:3460
NCBI_gene:3736	OMIM:160120
NCBI_gene:7140	OMIM:601680
NCBI_gene:5054	OMIM:613329
NCBI_gene:89884	OMIM:262700
NCBI_gene:673	OMIM:211980
NCBI_gene:64324	OMIM:117550
NCBI_gene:4358	OMIM:256810
NCBI_gene:11281	ORPHANET:654
NCBI_gene:157657	ORPHANET:791
NCBI_gene:126410	OMIM:604777
NCBI_gene:55532	OMIM:613280
NCBI_gene:2652	OMIM:303700
NCBI_gene:2556	OMIM:305660
NCBI_gene:3516	OMIM:614814
NCBI_gene:3815	ORPHANET:280794
NCBI_gene:64221	OMIM:607313
NCBI_gene:5546	OMIM:605074
NCBI_gene:8892	OMIM:603896
NCBI_gene:2308	OMIM:268220
NCBI_gene:10841	OMIM:229100
NCBI_gene:2064	OMIM:613659
NCBI_gene:57511	OMIM:614576
NCBI_gene:274	OMIM:255200
NCBI_gene:81846	OMIM:604563
NCBI_gene:4998	ORPHANET:2554
NCBI_gene:3158	OMIM:605911
NCBI_gene:23345	OMIM:612998
NCBI_gene:84433	OMIM:606445
NCBI_gene:54714	ORPHANET:1871
NCBI_gene:2261	OMIM:187600
NCBI_gene:9639	OMIM:608236
NCBI_gene:8754	OMIM:612775
NCBI_gene:9968	OMIM:300895
NCBI_gene:10599	OMIM:237450
NCBI_gene:103	ORPHANET:51
NCBI_gene:84839	ORPHANET:1872
NCBI_gene:55217	OMIM:300872
NCBI_gene:7486	OMIM:277700
NCBI_gene:5728	ORPHANET:201
NCBI_gene:6330	OMIM:611819
NCBI_gene:27031	OMIM:604387
NCBI_gene:2705	OMIM:302800
NCBI_gene:147409	OMIM:607903
NCBI_gene:2937	OMIM:266130
NCBI_gene:55997	OMIM:217095
NCBI_gene:4286	OMIM:103500
NCBI_gene:1776	OMIM:614420
NCBI_gene:91179	OMIM:600920
NCBI_gene:3859	OMIM:122100
NCBI_gene:415	OMIM:302950
NCBI_gene:4771	OMIM:101000
NCBI_gene:3891	OMIM:602032
NCBI_gene:7428	OMIM:144700
NCBI_gene:4893	OMIM:114500
NCBI_gene:84634	OMIM:614837
NCBI_gene:2187	ORPHANET:84
NCBI_gene:3858	OMIM:609165
NCBI_gene:1633	OMIM:125450
NCBI_gene:26277	ORPHANET:1775
NCBI_gene:2034	OMIM:611783
NCBI_gene:2033	OMIM:114500
NCBI_gene:208	OMIM:240900
NCBI_gene:23347	OMIM:158901
NCBI_gene:9241	OMIM:185800
NCBI_gene:4935	OMIM:300814
NCBI_gene:23474	OMIM:602473
NCBI_gene:3033	OMIM:609975
NCBI_gene:2760	OMIM:272750
NCBI_gene:7552	ORPHANET:777
NCBI_gene:4668	OMIM:609242
NCBI_gene:672	ORPHANET:168829
NCBI_gene:22954	OMIM:209900
NCBI_gene:3673	OMIM:614200
NCBI_gene:3559	ORPHANET:85410
NCBI_gene:25974	OMIM:277400
NCBI_gene:124997	ORPHANET:1766
NCBI_gene:54808	OMIM:607326
NCBI_gene:7273	OMIM:611705
NCBI_gene:10483	OMIM:224100
NCBI_gene:9241	ORPHANET:3237
NCBI_gene:1186	OMIM:611490
NCBI_gene:7381	OMIM:615158
NCBI_gene:5781	OMIM:156250
NCBI_gene:51062	OMIM:182600
NCBI_gene:5063	OMIM:300558
NCBI_gene:57217	OMIM:243150
NCBI_gene:1281	OMIM:130020
NCBI_gene:3425	OMIM:607016
NCBI_gene:92749	ORPHANET:244
NCBI_gene:2178	ORPHANET:84
NCBI_gene:7414	OMIM:611407
NCBI_gene:57526	OMIM:300088
NCBI_gene:79932	ORPHANET:220402
NCBI_gene:1291	OMIM:158810
NCBI_gene:3690	OMIM:173470
NCBI_gene:115908	OMIM:614266
NCBI_gene:1280	OMIM:609162
NCBI_gene:643418	OMIM:613943
NCBI_gene:6663	ORPHANET:897
NCBI_gene:168667	OMIM:608022
NCBI_gene:5745	OMIM:215045
NCBI_gene:2294	OMIM:265380
NCBI_gene:4920	OMIM:113000
NCBI_gene:3887	OMIM:158000
NCBI_gene:368	OMIM:614473
NCBI_gene:3814	OMIM:614842
NCBI_gene:5189	OMIM:214100
NCBI_gene:6663	OMIM:613266
NCBI_gene:55835	OMIM:608393
NCBI_gene:4306	OMIM:177735
NCBI_gene:23020	OMIM:610359
NCBI_gene:7443	OMIM:607596
NCBI_gene:5290	OMIM:114500
NCBI_gene:257	OMIM:136760
NCBI_gene:6197	ORPHANET:777
NCBI_gene:2778	ORPHANET:57782
NCBI_gene:60684	OMIM:615356
NCBI_gene:776	OMIM:615474
NCBI_gene:801	OMIM:614916
NCBI_gene:3848	OMIM:607654
NCBI_gene:6687	OMIM:607259
NCBI_gene:3981	OMIM:602450
NCBI_gene:7020	OMIM:113620
NCBI_gene:4318	ORPHANET:1040
NCBI_gene:6777	OMIM:245590
NCBI_gene:8738	OMIM:614499
NCBI_gene:54977	OMIM:205950
NCBI_gene:5015	OMIM:610125
NCBI_gene:338	OMIM:107730
NCBI_gene:6519	OMIM:220100
NCBI_gene:83990	ORPHANET:84
NCBI_gene:84189	OMIM:221200
NCBI_gene:53904	OMIM:607101
NCBI_gene:113179	OMIM:615286
NCBI_gene:7466	OMIM:600965
NCBI_gene:117531	OMIM:600974
NCBI_gene:10564	OMIM:608097
NCBI_gene:6499	OMIM:614602
NCBI_gene:2263	OMIM:613659
NCBI_gene:324	OMIM:613659
NCBI_gene:100144748	ORPHANET:201
NCBI_gene:7003	OMIM:108985
NCBI_gene:3998	OMIM:227300
NCBI_gene:3236	OMIM:192950
NCBI_gene:8996	OMIM:614937
NCBI_gene:65062	ORPHANET:220493
NCBI_gene:58	ORPHANET:2020
NCBI_gene:91147	ORPHANET:564
NCBI_gene:4914	OMIM:256800
NCBI_gene:6389	ORPHANET:154
NCBI_gene:10161	ORPHANET:170
NCBI_gene:50484	OMIM:612075
NCBI_gene:10166	OMIM:238970
NCBI_gene:22947	ORPHANET:269
NCBI_gene:10535	OMIM:610333
NCBI_gene:4692	OMIM:176270
NCBI_gene:57728	ORPHANET:474
NCBI_gene:3329	OMIM:605280
NCBI_gene:5318	OMIM:609040
NCBI_gene:7466	ORPHANET:3463
NCBI_gene:4942	OMIM:258870
NCBI_gene:161742	OMIM:611431
NCBI_gene:1690	OMIM:601369
NCBI_gene:3663	ORPHANET:220402
NCBI_gene:2688	OMIM:173100
NCBI_gene:1301	OMIM:228520
NCBI_gene:197131	OMIM:243800
NCBI_gene:3643	OMIM:609968
NCBI_gene:54880	OMIM:300166
NCBI_gene:6392	ORPHANET:201
NCBI_gene:5915	ORPHANET:2470
NCBI_gene:5266	OMIM:182257
NCBI_gene:29123	ORPHANET:261250
NCBI_gene:6154	ORPHANET:124
NCBI_gene:54904	OMIM:601626
NCBI_gene:5173	OMIM:610245
NCBI_gene:64581	ORPHANET:1334
NCBI_gene:5376	OMIM:118300
NCBI_gene:7439	OMIM:153700
NCBI_gene:11186	OMIM:211980
NCBI_gene:64327	OMIM:200500
NCBI_gene:3910	OMIM:615235
NCBI_gene:23765	ORPHANET:1334
NCBI_gene:23594	ORPHANET:2554
NCBI_gene:84701	OMIM:612714
NCBI_gene:57465	OMIM:605021
NCBI_gene:9992	OMIM:611493
NCBI_gene:6606	OMIM:271150
NCBI_gene:3052	ORPHANET:2556
NCBI_gene:4066	OMIM:151440
NCBI_gene:4907	OMIM:211800
NCBI_gene:7480	ORPHANET:2440
NCBI_gene:127534	OMIM:133200
NCBI_gene:23590	OMIM:614651
NCBI_gene:268	OMIM:261550
NCBI_gene:5195	ORPHANET:772
NCBI_gene:1760	OMIM:160900
NCBI_gene:1736	ORPHANET:1775
NCBI_gene:2161	OMIM:234000
NCBI_gene:4014	OMIM:604117
NCBI_gene:64093	OMIM:206920
NCBI_gene:5340	OMIM:217090
NCBI_gene:7471	ORPHANET:85193
NCBI_gene:9719	OMIM:231050
NCBI_gene:27315	OMIM:614207
NCBI_gene:1687	OMIM:600994
NCBI_gene:7846	OMIM:611603
NCBI_gene:477	ORPHANET:569
NCBI_gene:55624	OMIM:613157
NCBI_gene:866	OMIM:611489
NCBI_gene:778	OMIM:300600
NCBI_gene:3383	ORPHANET:1334
NCBI_gene:1073	OMIM:610687
NCBI_gene:65125	OMIM:614492
NCBI_gene:478	OMIM:128235
NCBI_gene:4604	ORPHANET:1146
NCBI_gene:4901	ORPHANET:791
NCBI_gene:256297	OMIM:609069
NCBI_gene:60	OMIM:243310
NCBI_gene:4053	OMIM:613086
NCBI_gene:5077	OMIM:148820
NCBI_gene:6192	OMIM:470000
NCBI_gene:79583	ORPHANET:475
NCBI_gene:727857	ORPHANET:3329
NCBI_gene:9907	OMIM:613647
NCBI_gene:50	OMIM:614559
NCBI_gene:4337	OMIM:252150
NCBI_gene:392255	ORPHANET:65
NCBI_gene:5167	OMIM:208000
NCBI_gene:10280	OMIM:614373
NCBI_gene:2138	OMIM:113650
NCBI_gene:24148	ORPHANET:791
NCBI_gene:7162	OMIM:190920
NCBI_gene:2733	OMIM:611890
NCBI_gene:2290	ORPHANET:3095
NCBI_gene:132884	OMIM:225500
NCBI_gene:4983	OMIM:300486
NCBI_gene:56975	OMIM:259775
NCBI_gene:5071	OMIM:600116
NCBI_gene:2260	ORPHANET:478
NCBI_gene:5216	OMIM:614808
NCBI_gene:3123	ORPHANET:220393
NCBI_gene:10157	OMIM:238700
NCBI_gene:4540	OMIM:516005
NCBI_gene:51185	OMIM:607417
NCBI_gene:7051	ORPHANET:79394
NCBI_gene:3854	OMIM:167210
NCBI_gene:4693	OMIM:310600
NCBI_gene:91147	OMIM:613550
NCBI_gene:59344	OMIM:606545
NCBI_gene:4747	OMIM:607734
NCBI_gene:5322	OMIM:228980
NCBI_gene:1411	OMIM:600881
NCBI_gene:126326	OMIM:601869
NCBI_gene:79651	OMIM:148500
NCBI_gene:7369	OMIM:162000
NCBI_gene:3990	OMIM:614025
NCBI_gene:1421	ORPHANET:1377
NCBI_gene:843	OMIM:603909
NCBI_gene:94137	OMIM:613587
NCBI_gene:865	OMIM:601626
NCBI_gene:5308	ORPHANET:782
NCBI_gene:7436	OMIM:224050
NCBI_gene:112476	OMIM:602066
NCBI_gene:80184	OMIM:610189
NCBI_gene:1292	OMIM:254090
NCBI_gene:5313	OMIM:102900
NCBI_gene:3854	ORPHANET:2309
NCBI_gene:55505	ORPHANET:1775
NCBI_gene:79784	OMIM:614369
NCBI_gene:1767	OMIM:608644
NCBI_gene:65266	OMIM:614491
NCBI_gene:9049	OMIM:102200
NCBI_gene:22931	ORPHANET:2510
NCBI_gene:7476	OMIM:276820
NCBI_gene:59341	OMIM:181405
NCBI_gene:3549	OMIM:112500
NCBI_gene:3845	OMIM:609942
NCBI_gene:1301	OMIM:604841
NCBI_gene:54499	OMIM:614132
NCBI_gene:8822	ORPHANET:478
NCBI_gene:121391	ORPHANET:170
NCBI_gene:25915	OMIM:252010
NCBI_gene:145873	ORPHANET:2311
NCBI_gene:4038	ORPHANET:3152
NCBI_gene:2053	OMIM:143890
NCBI_gene:170691	ORPHANET:3449
NCBI_gene:6647	OMIM:105400
NCBI_gene:64170	OMIM:212050
NCBI_gene:392255	OMIM:613703
NCBI_gene:9227	ORPHANET:65
NCBI_gene:4853	OMIM:610205
NCBI_gene:2876	OMIM:614164
NCBI_gene:4299	OMIM:159557
NCBI_gene:57505	OMIM:614096
NCBI_gene:1908	OMIM:613265
NCBI_gene:8795	OMIM:275355
NCBI_gene:2146	OMIM:277590
NCBI_gene:79600	ORPHANET:475
NCBI_gene:7421	OMIM:277440
NCBI_gene:50511	OMIM:270960
NCBI_gene:7490	ORPHANET:654
NCBI_gene:4792	OMIM:612132
NCBI_gene:6218	OMIM:612527
NCBI_gene:631	OMIM:611391
NCBI_gene:7102	OMIM:300210
NCBI_gene:2516	ORPHANET:251510
NCBI_gene:8115	OMIM:186960
NCBI_gene:1535	OMIM:233690
NCBI_gene:847	OMIM:614097
NCBI_gene:2733	OMIM:253310
NCBI_gene:7040	ORPHANET:1328
NCBI_gene:10587	ORPHANET:154
NCBI_gene:3075	OMIM:609814
NCBI_gene:6872	OMIM:314250
NCBI_gene:55130	OMIM:615451
NCBI_gene:143187	OMIM:615330
NCBI_gene:374654	ORPHANET:475
NCBI_gene:226	OMIM:611881
NCBI_gene:55163	OMIM:610090
NCBI_gene:10516	OMIM:614434
NCBI_gene:6927	OMIM:144700
NCBI_gene:4306	OMIM:605115
NCBI_gene:80776	OMIM:614175
NCBI_gene:1193	OMIM:300886
NCBI_gene:5190	ORPHANET:44
NCBI_gene:2218	OMIM:253800
NCBI_gene:4000	OMIM:151660
NCBI_gene:5961	OMIM:613105
NCBI_gene:2130	OMIM:612219
NCBI_gene:91624	ORPHANET:154
NCBI_gene:1634	OMIM:610048
NCBI_gene:4210	OMIM:249100
NCBI_gene:4137	OMIM:260540
NCBI_gene:652	ORPHANET:264200
NCBI_gene:2273	OMIM:300696
NCBI_gene:2690	OMIM:262500
NCBI_gene:6121	ORPHANET:65
NCBI_gene:91147	ORPHANET:475
NCBI_gene:2036	OMIM:614257
NCBI_gene:2677	OMIM:277450
NCBI_gene:50814	OMIM:308050
NCBI_gene:55869	OMIM:300882
NCBI_gene:54790	ORPHANET:3318
NCBI_gene:1175	OMIM:600740
NCBI_gene:3852	OMIM:179850
NCBI_gene:1589	OMIM:201910
NCBI_gene:84059	OMIM:605472
NCBI_gene:3858	OMIM:113800
NCBI_gene:131118	OMIM:610198
NCBI_gene:90678	OMIM:614436
NCBI_gene:658	OMIM:609441
NCBI_gene:2316	ORPHANET:2978
NCBI_gene:6102	ORPHANET:791
NCBI_gene:338917	OMIM:610093
NCBI_gene:8493	OMIM:114480
NCBI_gene:8021	OMIM:601626
NCBI_gene:79574	ORPHANET:444
NCBI_gene:23451	OMIM:614286
NCBI_gene:84295	OMIM:301900
NCBI_gene:23746	ORPHANET:1872
NCBI_gene:9652	OMIM:222470
NCBI_gene:93	OMIM:613751
NCBI_gene:5350	ORPHANET:154
NCBI_gene:2657	OMIM:217095
NCBI_gene:3035	OMIM:614504
NCBI_gene:1896	OMIM:313500
NCBI_gene:7045	OMIM:121900
NCBI_gene:57704	OMIM:614409
NCBI_gene:31	OMIM:613933
NCBI_gene:7414	ORPHANET:154
NCBI_gene:5190	ORPHANET:912
NCBI_gene:84892	OMIM:614830
NCBI_gene:5824	ORPHANET:772
NCBI_gene:6331	OMIM:603829
NCBI_gene:54084	OMIM:614861
NCBI_gene:641339	OMIM:300851
NCBI_gene:55717	ORPHANET:478
NCBI_gene:2200	ORPHANET:1885
NCBI_gene:7249	OMIM:606690
NCBI_gene:6736	ORPHANET:393
NCBI_gene:5728	OMIM:608089
NCBI_gene:9940	OMIM:211980
NCBI_gene:4436	OMIM:158320
NCBI_gene:4222	OMIM:214300
NCBI_gene:2316	OMIM:300321
NCBI_gene:3664	OMIM:608864
NCBI_gene:583	OMIM:209900
NCBI_gene:27130	OMIM:602088
NCBI_gene:1630	OMIM:114500
NCBI_gene:118429	OMIM:228600
NCBI_gene:4998	OMIM:224690
NCBI_gene:8754	ORPHANET:1872
NCBI_gene:57190	OMIM:255310
NCBI_gene:84168	OMIM:230740
NCBI_gene:24140	OMIM:309549
NCBI_gene:2038	OMIM:612690
NCBI_gene:1585	OMIM:203400
NCBI_gene:1828	OMIM:148700
NCBI_gene:64072	OMIM:601386
NCBI_gene:1540	OMIM:601606
NCBI_gene:51314	OMIM:610852
NCBI_gene:6487	OMIM:615006
NCBI_gene:2707	OMIM:133200
NCBI_gene:718	OMIM:613779
NCBI_gene:3543	OMIM:613500
NCBI_gene:4653	OMIM:137750
NCBI_gene:2516	OMIM:612965
NCBI_gene:23400	OMIM:606693
NCBI_gene:6094	OMIM:608133
NCBI_gene:657	OMIM:610069
NCBI_gene:79048	OMIM:609698
NCBI_gene:6794	OMIM:273300
NCBI_gene:55788	OMIM:277380
NCBI_gene:11311	OMIM:615285
NCBI_gene:919	OMIM:610163
NCBI_gene:59341	OMIM:606835
NCBI_gene:10535	ORPHANET:51
NCBI_gene:113246	OMIM:218340
NCBI_gene:1280	OMIM:156550
NCBI_gene:9343	OMIM:610536
NCBI_gene:3257	OMIM:203300
NCBI_gene:7439	ORPHANET:791
NCBI_gene:285362	OMIM:272200
NCBI_gene:85478	OMIM:615504
NCBI_gene:6770	OMIM:201710
NCBI_gene:200894	OMIM:612291
NCBI_gene:2072	OMIM:615272
NCBI_gene:5327	OMIM:612348
NCBI_gene:7403	ORPHANET:2322
NCBI_gene:471	OMIM:608688
NCBI_gene:2274	ORPHANET:154
NCBI_gene:4041	OMIM:601813
NCBI_gene:8557	ORPHANET:154
NCBI_gene:348	OMIM:107741
NCBI_gene:11041	ORPHANET:899
NCBI_gene:4541	OMIM:516006
NCBI_gene:124590	ORPHANET:231169
NCBI_gene:7401	OMIM:614180
NCBI_gene:3858	ORPHANET:312
NCBI_gene:51124	OMIM:614231
NCBI_gene:22931	OMIM:614222
NCBI_gene:5644	OMIM:167800
NCBI_gene:5663	OMIM:607822
NCBI_gene:7173	ORPHANET:95716
NCBI_gene:4292	OMIM:158320
NCBI_gene:3757	OMIM:613688
NCBI_gene:3728	OMIM:611528
NCBI_gene:5728	OMIM:605309
NCBI_gene:89781	OMIM:614073
NCBI_gene:2317	OMIM:108720
NCBI_gene:83706	OMIM:612840
NCBI_gene:54332	OMIM:607706
NCBI_gene:55703	OMIM:614381
NCBI_gene:652	OMIM:607932
NCBI_gene:4948	OMIM:203200
NCBI_gene:56606	OMIM:612076
NCBI_gene:83452	OMIM:615222
NCBI_gene:9241	ORPHANET:3250
NCBI_gene:871	OMIM:610504
NCBI_gene:5660	OMIM:611722
NCBI_gene:2778	OMIM:612463
NCBI_gene:977	OMIM:609057
NCBI_gene:10664	OMIM:615502
NCBI_gene:8626	ORPHANET:1896
NCBI_gene:641	OMIM:210900
NCBI_gene:675	OMIM:194070
NCBI_gene:5972	OMIM:613092
NCBI_gene:2254	ORPHANET:3237
NCBI_gene:116519	OMIM:144650
NCBI_gene:10013	OMIM:300863
NCBI_gene:56683	OMIM:615500
NCBI_gene:5889	OMIM:613390
NCBI_gene:93986	OMIM:602081
NCBI_gene:477	OMIM:104290
NCBI_gene:6890	OMIM:604571
NCBI_gene:6338	OMIM:177200
NCBI_gene:5144	ORPHANET:950
NCBI_gene:57167	OMIM:607323
NCBI_gene:170302	OMIM:309510
NCBI_gene:23209	OMIM:604004
NCBI_gene:3769	OMIM:193230
NCBI_gene:55687	OMIM:613070
NCBI_gene:2260	ORPHANET:99798
NCBI_gene:1340	OMIM:220110
NCBI_gene:1789	OMIM:242860
NCBI_gene:1282	OMIM:607595
NCBI_gene:340533	ORPHANET:85277
NCBI_gene:5573	ORPHANET:1359
NCBI_gene:84140	ORPHANET:791
NCBI_gene:760	ORPHANET:2785
NCBI_gene:1311	OMIM:177170
NCBI_gene:3299	OMIM:116800
NCBI_gene:9517	OMIM:613640
NCBI_gene:3000	ORPHANET:1872
NCBI_gene:126792	OMIM:271640
NCBI_gene:23418	OMIM:600105
NCBI_gene:284058	OMIM:610443
NCBI_gene:55717	OMIM:614858
NCBI_gene:4000	OMIM:605588
NCBI_gene:3868	OMIM:167200
NCBI_gene:1537	OMIM:615453
NCBI_gene:3850	OMIM:122100
NCBI_gene:2187	ORPHANET:3412
NCBI_gene:7319	OMIM:300860
NCBI_gene:8643	OMIM:155255
NCBI_gene:3815	ORPHANET:98848
NCBI_gene:3762	OMIM:613677
NCBI_gene:6521	OMIM:611590
NCBI_gene:6866	OMIM:614839
NCBI_gene:2542	OMIM:232220
NCBI_gene:6898	OMIM:276600
NCBI_gene:2668	ORPHANET:388
NCBI_gene:2992	OMIM:613507
NCBI_gene:5921	OMIM:605462
NCBI_gene:3664	ORPHANET:99798
NCBI_gene:2703	OMIM:116200
NCBI_gene:2767	OMIM:145981
NCBI_gene:59	OMIM:611788
NCBI_gene:717	OMIM:217000
NCBI_gene:1406	ORPHANET:1872
NCBI_gene:1629	OMIM:248600
NCBI_gene:6654	OMIM:610733
NCBI_gene:5627	OMIM:614514
NCBI_gene:4286	ORPHANET:895
NCBI_gene:157570	ORPHANET:3103
NCBI_gene:931	OMIM:613495
NCBI_gene:2263	OMIM:101200
NCBI_gene:79133	OMIM:252010
NCBI_gene:990	OMIM:613805
NCBI_gene:1674	OMIM:181400
NCBI_gene:10461	OMIM:613862
NCBI_gene:6772	ORPHANET:1334
NCBI_gene:6795	OMIM:243060
NCBI_gene:701	ORPHANET:1052
NCBI_gene:55806	OMIM:146550
NCBI_gene:55135	OMIM:613988
NCBI_gene:64581	OMIM:613108
NCBI_gene:5745	OMIM:125350
NCBI_gene:23438	ORPHANET:2855
NCBI_gene:10801	OMIM:162100
NCBI_gene:5224	OMIM:261670
NCBI_gene:1848	ORPHANET:478
NCBI_gene:8504	ORPHANET:44
NCBI_gene:6331	OMIM:614022
NCBI_gene:50937	OMIM:614226
NCBI_gene:389421	ORPHANET:635
NCBI_gene:1180	ORPHANET:614
NCBI_gene:7504	OMIM:300842
NCBI_gene:1259	ORPHANET:791
NCBI_gene:60681	ORPHANET:2771
NCBI_gene:7498	OMIM:278300
NCBI_gene:8481	OMIM:300804
NCBI_gene:335	OMIM:604091
NCBI_gene:6231	OMIM:613309
NCBI_gene:4193	ORPHANET:99971
NCBI_gene:10262	OMIM:154400
NCBI_gene:2067	OMIM:610758
NCBI_gene:7454	OMIM:313900
NCBI_gene:984	OMIM:176873
NCBI_gene:55997	OMIM:605376
NCBI_gene:3035	ORPHANET:231183
NCBI_gene:3508	OMIM:604320
NCBI_gene:123872	ORPHANET:244
NCBI_gene:11277	OMIM:225750
NCBI_gene:8273	OMIM:312090
NCBI_gene:5290	ORPHANET:201
NCBI_gene:2773	OMIM:602483
NCBI_gene:54209	OMIM:221770
NCBI_gene:167691	OMIM:604537
NCBI_gene:2645	OMIM:602485
NCBI_gene:79738	OMIM:209900
NCBI_gene:2138	ORPHANET:107
NCBI_gene:5053	ORPHANET:79254
NCBI_gene:64175	OMIM:610915
NCBI_gene:3872	ORPHANET:2309
NCBI_gene:30008	ORPHANET:90349
NCBI_gene:5332	OMIM:614669
NCBI_gene:6789	OMIM:614868
NCBI_gene:10518	OMIM:609439
NCBI_gene:857	ORPHANET:528
NCBI_gene:288	OMIM:615493
NCBI_gene:10382	OMIM:612438
NCBI_gene:3852	OMIM:131760
NCBI_gene:4322	OMIM:602111
NCBI_gene:4000	OMIM:176670
NCBI_gene:55812	ORPHANET:791
NCBI_gene:112752	ORPHANET:1515
NCBI_gene:3559	OMIM:606367
NCBI_gene:11200	ORPHANET:524
NCBI_gene:4860	OMIM:613179
NCBI_gene:51422	OMIM:261740
NCBI_gene:5145	OMIM:613810
NCBI_gene:3973	OMIM:176410
NCBI_gene:4436	OMIM:120435
NCBI_gene:6337	OMIM:264350
NCBI_gene:64423	OMIM:614455
NCBI_gene:51305	OMIM:612292
NCBI_gene:462	OMIM:613118
NCBI_gene:1733	OMIM:147892
NCBI_gene:212	ORPHANET:79278
NCBI_gene:4056	OMIM:614037
NCBI_gene:65217	OMIM:602083
NCBI_gene:1280	ORPHANET:90653
NCBI_gene:1282	OMIM:611773
NCBI_gene:8842	OMIM:608051
NCBI_gene:23522	OMIM:606170
NCBI_gene:9342	OMIM:609528
NCBI_gene:9663	OMIM:609628
NCBI_gene:8546	OMIM:608233
NCBI_gene:5961	ORPHANET:1872
NCBI_gene:22934	OMIM:608611
NCBI_gene:2645	OMIM:606176
NCBI_gene:2261	OMIM:109800
NCBI_gene:2261	OMIM:100800
NCBI_gene:374654	ORPHANET:2754
NCBI_gene:229	OMIM:229600
NCBI_gene:9657	OMIM:609254
NCBI_gene:7072	OMIM:604454
NCBI_gene:5627	ORPHANET:743
NCBI_gene:8022	OMIM:221750
NCBI_gene:3757	OMIM:609620
NCBI_gene:2035	OMIM:611804
NCBI_gene:1294	OMIM:604129
