disease_id	disorder_label
OMIM:275230	Tibia, Absence Of, With Congenital Deafness
OMIM:275240	Tinea Imbricata, Susceptibility To
OMIM:275250	Tongue, Pigmented Fungiform Papillae Of
OMIM:275300	Tracheobronchomegaly
OMIM:275350	Transcobalamin Ii Deficiency
OMIM:275355	Squamous Cell Carcinoma, Head And Neck, Somatic
OMIM:275355	Squamous Cell Carcinoma, Head And Neck
OMIM:275370	Tricarboxylic Acid Cycle, Defect Of
OMIM:275400	Trichomegaly With Mental Retardation, Dwarfism, And Pigmentary Degeneration Of Retina
OMIM:275450	Trichoodontoonychial Dysplasia With Bone Deficiency
OMIM:275550	Trichorrhexis Nodosa Syndrome
OMIM:275595	Trigonobrachycephaly, Bulbous Bifid Nose, Micrognathia, And Abnormalities Of The Hands And Feet
OMIM:275630	Chanarin-Dorfman Syndrome
OMIM:275900	Spastic Paraplegia 20, Autosomal Recessive
OMIM:276000	Protease, Serine, 1
OMIM:276100	Tryptophanuria With Dwarfism
OMIM:276200	T-Substance Anomaly
OMIM:276300	Mismatch Repair Cancer Syndrome
OMIM:276400	Twinning, Dizygotic
OMIM:276410	Twinning, Monozygotic
OMIM:276600	Tyrosinemia, Type Ii
OMIM:276700	Tyrosinemia, Type I
OMIM:276710	Tyrosinemia, Type Iii
OMIM:276800	Tyrosinosis
OMIM:276820	Ulna And Fibula, Absence Of, With Severe Limb Deficiency
OMIM:276821	Ulnar Hypoplasia With Mental Retardation
OMIM:276822	Ulnar Agenesis And Endocardial Fibroelastosis
OMIM:276880	Urocanase Deficiency
OMIM:276900	Usher Syndrome, Type I
OMIM:276900	Usher Syndrome, Type Ib
OMIM:276901	Usher Syndrome, Type Iic, Gpr98/Pdzd7 Digenic
OMIM:276901	Usher Syndrome, Type Iia
OMIM:276902	Usher Syndrome, Type Iiia
OMIM:276903	Myosin Viia
OMIM:276904	Usher Syndrome, Type Ic
OMIM:276950	Vacterl Association With Hydrocephalus
OMIM:277000	Mayer-Rokitansky-Kuster-Hauser Syndrome
OMIM:277100	Valinemia
OMIM:277150	Van Bogaert-Hozay Syndrome
OMIM:277170	Orofaciodigital Syndrome Vi
OMIM:277175	Vascular Hyalinosis
OMIM:277180	Vas Deferens, Congenital Bilateral Absence Of
OMIM:277180	Vas Deferens, Congenital Bilateral Aplasia Of
OMIM:277200	Right Ventricular Hypoplasia, Isolated
OMIM:277300	Spondylocostal Dysostosis 1, Autosomal Recessive
OMIM:277320	Visceral Myopathy, Familial, With External Ophthalmoplegia
OMIM:277350	Hypercarotenemia And Vitamin A Deficiency, Autosomal Recessive
OMIM:277380	Methylmalonic Aciduria And Homocystinuria, Cblf Type
OMIM:277400	Methylmalonic Aciduria And Homocystinuria, Cblc Type
OMIM:277410	Methylmalonic Aciduria And Homocystinuria, Cbld Type
OMIM:277440	Vitamin D-Dependent Rickets, Type 2a
OMIM:277450	Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1
OMIM:277460	Vitamin E, Familial Isolated Deficiency Of
OMIM:277465	Vitiligo, Progressive, With Mental Retardation And Urethral Duplication
OMIM:277470	Pontocerebellar Hypoplasia, Type 2a
OMIM:277480	Von Willebrand Disease, Type 2cb
OMIM:277480	Von Willebrand Disease, Type 2b
OMIM:277480	Von Willebrand Disease, Type 2a/Iie
OMIM:277480	Von Willebrand Disease, Type 2a
OMIM:277480	Von Willebrand Disease, Type 2n
OMIM:277480	Von Willebrand Disease, Type 2m
OMIM:277480	Von Willebrand Disease, Type 3
OMIM:277480	Von Willebrand Disease, Type 1, Susceptibility To
OMIM:277580	Waardenburg Syndrome, Type 4a
OMIM:277590	Weaver Syndrome
OMIM:277600	Weill-Marchesani Syndrome 1
OMIM:277610	Weissenbacher-Zweymuller Syndrome
OMIM:277610	Weissenbacher-Zweymuller Syndrome, Autosomal Recessive
OMIM:277700	Werner Syndrome
OMIM:277720	Whistling Face Syndrome, Recessive Form
OMIM:277730	Wernicke-Korsakoff Syndrome
OMIM:277740	White Forelock With Malformations
OMIM:277900	Wilson Disease
OMIM:277950	Winchester Syndrome
OMIM:277970	Wiskott-Aldrich Syndrome
OMIM:277990	Wolff Mental Retardation Syndrome
OMIM:278000	Lysosomal Acid Lipase Deficiency
OMIM:278100	Wolman Disease With Hypolipoproteinemia And Acanthocytosis
OMIM:278150	Hypotrichosis 8
OMIM:278200	Woolly Hair, Hypotrichosis, Everted Lower Lip, And Outstanding Ears
OMIM:278250	Wrinkly Skin Syndrome
OMIM:278300	Xanthinuria, Type I
OMIM:278400	Moved To 203290
OMIM:278700	Xeroderma Pigmentosum, Complementation Group A
OMIM:278720	Xeroderma Pigmentosum, Complementation Group C
OMIM:278730	Xeroderma Pigmentosum, Complementation Group D
OMIM:278740	Xeroderma Pigmentosum, Complementation Group E
OMIM:278740	Xeroderma Pigmentosum, Complementation Group E, Ddb-Negative Form
OMIM:278750	Xeroderma Pigmentosum, Variant Type
OMIM:278760	Xeroderma Pigmentosum, Complementation Group F
OMIM:278760	Xeroderma Pigmentosum, Type F
OMIM:278780	Xeroderma Pigmentosum, Complementation Group G
OMIM:278800	De Sanctis-Cacchione Syndrome
OMIM:278810	Moved To 278720
OMIM:278850	46,Xx Sex Reversal 2
OMIM:278900	Xylosidase Deficiency
OMIM:279000	Young Syndrome
OMIM:280000	Coloboma, Congenital Heart Disease, Ichthyosiform Dermatosis, Mental Retardation, And Ear Anomalies Syndrome
OMIM:300000	Opitz Gbbb Syndrome, X-Linked
OMIM:300001	Ichthyosis, X-Linked, Without Steroid Sulfatase Deficiency
OMIM:300004	Corpus Callosum, Agenesis Of, With Abnormal Genitalia
OMIM:300009	Dent Disease 1
OMIM:300018	46,Xy Sex Reversal 2
OMIM:300029	Retinitis Pigmentosa 3
OMIM:300030	Deafness, X-Linked 3
OMIM:300033	Forkhead Box O4
OMIM:300042	Alopecia, Congenital
OMIM:300046	Mental Retardation, X-Linked 23
OMIM:300047	Mental Retardation, X-Linked 20
OMIM:300048	Intestinal Pseudoobstruction, Neuronal, Chronic Idiopathic, X-Linked
OMIM:300049	Heterotopia, Periventricular, X-Linked Dominant
OMIM:300049	Heterotopia, Periventricular Nodular, X-Linked, With Frontometaphyseal Dysplasia
OMIM:300049	Heterotopia, Periventricular Nodular, X-Linked Dominant
OMIM:300054	Body Length, Mouse, Human Homolog
OMIM:300055	Mental Retardation, X-Linked, Syndromic 13
OMIM:300062	Mental Retardation, X-Linked 14
OMIM:300064	Mental Retardation, X-Linked, With Craniofacial Dysmorphism
OMIM:300066	Deafness, X-Linked 4
OMIM:300067	Lissencephaly, X-Linked, 1
OMIM:300068	Androgen Insensitivity Syndrome
OMIM:300071	Night Blindness, Congenital Stationary, Type 2a, Severe
OMIM:300071	Night Blindness, Congenital Stationary, Type 2a
OMIM:300073	Fetal Akinesia Syndrome, X-Linked
OMIM:300076	Immunoneurologic Disorder, X-Linked
OMIM:300082	Cognitive Function 1, Social
OMIM:300085	Cone-Rod Dystrophy, X-Linked, 2
OMIM:300087	X Inactivation, Familial Skewed, 1
OMIM:300088	Epileptic Encephalopathy, Early Infantile, 9
OMIM:300100	Adrenoleukodystrophy
OMIM:300106	Spondyloepimetaphyseal Dysplasia, X-Linked
OMIM:300113	X-Linked B Cell Surface Antigen, Mouse, Homolog-Like 1
OMIM:300114	Mental Retardation, X-Linked 49
OMIM:300115	Mental Retardation, X-Linked 50
OMIM:300123	Mental Retardation, X-Linked, With Isolated Growth Hormone Deficiency
OMIM:300123	Mental Retardation, X-Linked, With Panhypopituitarism
OMIM:300125	Migraine, Familial Typical, Susceptibility To, 2
OMIM:300129	Hematopoietic Stem Cell Kinetics, Control Of
OMIM:300136	Diabetes Mellitus, Insulin-Dependent, X-Linked, Susceptibility To
OMIM:300143	Mental Retardation, X-Linked 21
OMIM:300147	Prostate Cancer, Hereditary, X-Linked 1
OMIM:300148	Mental Retardation, Epileptic Seizures, Hypogonadism And Hypogenitalism, Microcephaly, And Obesity
OMIM:300155	Retinitis Pigmentosa 24
OMIM:300158	Arthrogryposis, Congenital, Lower Limb, X-Linked
OMIM:300166	Microphthalmia, Syndromic 2
OMIM:300179	X Inactivation, Familial Skewed, 2
OMIM:300184	Hypotonia, Congenital Nystagmus, Ataxia, And Abnormal Auditory Brainstem Responses
OMIM:300194	Amme Complex
OMIM:300200	Adrenal Hypoplasia, Congenital
OMIM:300200	Adrenal Hypoplasia, Congenital, With Precocious Puberty
OMIM:300209	Simpson-Golabi-Behmel Syndrome, Type 2
OMIM:300210	Mental Retardation, X-Linked 58
OMIM:300211	Episodic Muscle Weakness, X-Linked
OMIM:300215	Lissencephaly, X-Linked, 2
OMIM:300216	Coats Disease
OMIM:300218	Mental Retardation, X-Linked, Syndromic 7
OMIM:300220	Mental Retardation, X-Linked, Syndromic 10
OMIM:300221	Hodgkin Disease, X-Linked Pseudoautosomal
OMIM:300228	Testicular Germ Cell Tumor 1
OMIM:300232	Spondyloepimetaphyseal Dysplasia, X-Linked, With Mental Deterioration
OMIM:300233	Radioulnar Synostosis, Radial Ray Abnormalities, And Severe Malformations In The Male
OMIM:300238	Mental Retardation, X-Linked, Syndromic 11
OMIM:300240	Moved To 305000
OMIM:300243	Mental Retardation, X-Linked, Syndromic, Christianson Type
OMIM:300244	Terminal Osseous Dysplasia
OMIM:300245	Ptosis, Hereditary Congenital 2
OMIM:300250	Moved To 202200
OMIM:300257	Danon Disease
OMIM:300258	Roifman Syndrome
OMIM:300259	Mycobacterium Tuberculosis, Susceptibility To, X-Linked
OMIM:300260	Lubs X-Linked Mental Retardation Syndrome
OMIM:300261	Armfield X-Linked Mental Retardation Syndrome
OMIM:300262	Abidi X-Linked Mental Retardation Syndrome
OMIM:300263	Siderius X-Linked Mental Retardation Syndrome
OMIM:300266	Spastic Paraplegia 16, X-Linked
OMIM:300267	Rho Guanine Nucleotide Exchange Factor 6
OMIM:300270	Adrenomyodystrophy
OMIM:300271	Mental Retardation, X-Linked 72
OMIM:300273	Goiter, Multinodular 2
OMIM:300274	Androgen Insensitivity Syndrome Due To Coactivator Deficiency
OMIM:300280	Uruguay Faciocardiomusculoskeletal Syndrome
OMIM:300290	Moved To 614732
OMIM:300291	Ectodermal Dysplasia, Hypohidrotic, With Immune Deficiency
OMIM:300291	Ectodermal Dysplasia, Anhidrotic, With Immune Deficiency
OMIM:300299	Neutropenia, Severe Congenital, X-Linked
OMIM:300301	Ectodermal Dysplasia, Anhidrotic, With Immune Deficiency
OMIM:300301	Ectodermal Dysplasia, Anhidrotic, With Immunodeficiency, Osteopetrosis, And Lymphedema
OMIM:300306	Body Mass Index Quantitative Trait Locus 11
OMIM:300310	Agammaglobulinemia, X-Linked, Type 2
OMIM:300321	Fg Syndrome 2
OMIM:300322	Lesch-Nyhan Syndrome, Neurologic Variant
OMIM:300322	Lesch-Nyhan Syndrome
OMIM:300323	Kelley-Seegmiller Syndrome
OMIM:300324	Mental Retardation, X-Linked 53
OMIM:300331	Thrombocythemia, X-Linked
OMIM:300337	Hypomelanosis Of Ito
OMIM:300345	Microphthalmia, Isolated, With Coloboma 1
OMIM:300351	Graves Disease, Susceptibility To, X-Linked 1
OMIM:300352	Cerebral Creatine Deficiency Syndrome 1
OMIM:300354	Mental Retardation, X-Linked, With Short Stature, Hypogonadism, And Abnormal Gait
OMIM:300355	Mental Retardation, X-Linked 73
OMIM:300360	Mental Retardation, X-Linked, With Short Stature
OMIM:300367	Thrombocytopenia, X-Linked, With Dyserythropoietic Anemia
OMIM:300367	Thrombocytopenia, X-Linked, Without Dyserythropoietic Anemia
OMIM:300367	Thrombocytopenia, X-Linked, With Or Without Dyserythropoietic Anemia
OMIM:300372	Mental Retardation, X-Linked 42
OMIM:300373	Osteopathia Striata With Cranial Sclerosis
OMIM:300376	Muscular Dystrophy, Becker Type
OMIM:300378	Radial Ray Deficiency, X-Linked
OMIM:300387	Mental Retardation, X-Linked 68
OMIM:300387	Mental Retardation, X-Linked 63
OMIM:300388	Polymicrogyria, Bilateral Perisylvian
OMIM:300400	Severe Combined Immunodeficiency, X-Linked
OMIM:300406	Fg Syndrome 3
OMIM:300419	Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related
OMIM:300421	Wittwer Syndrome
OMIM:300422	Fg Syndrome 4
OMIM:300423	Mental Retardation, X-Linked, Syndromic, Hedera Type
OMIM:300424	Retinitis Pigmentosa 23
OMIM:300425	Autism, Susceptibility To, X-Linked 1
OMIM:300428	Mental Retardation, X-Linked 2
OMIM:300431	Atkin-Flaitz Syndrome
OMIM:300433	Mental Retardation, X-Linked 81
OMIM:300434	Stocco Dos Santos X-Linked Mental Retardation Syndrome
OMIM:300436	Mental Retardation, X-Linked 46
OMIM:300438	17-Beta-Hydroxysteroid Dehydrogenase X Deficiency
OMIM:300448	Alpha-Thalassemia Myelodysplasia Syndrome, Somatic
OMIM:300448	Alpha-Thalassemia Myelodysplasia Syndrome
OMIM:300454	Mental Retardation, X-Linked 77
OMIM:300455	Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Deafness
OMIM:300455	Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness
OMIM:300464	Coronary Heart Disease, Susceptibility To, 3
OMIM:300471	Cubitus Valgus With Mental Retardation And Unusual Facies
OMIM:300472	Corpus Callosum, Agenesis Of, With Mental Retardation, Ocular Coloboma, And Micrognathia
OMIM:300475	Deafness, Dystonia, And Cerebral Hypomyelination
OMIM:300476	Cone-Rod Dystrophy, X-Linked, 3
OMIM:300484	Orofaciodigital Syndrome Viii
OMIM:300486	Mental Retardation, X-Linked, With Cerebellar Hypoplasia And Distinctive Facial Appearance
OMIM:300488	Menopause, Natural, Age At, Quantitative Trait Locus 1
OMIM:300489	Spinal Muscular Atrophy, Distal, X-Linked 3
OMIM:300491	Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior Disorders
OMIM:300494	Asperger Syndrome, X-Linked, Susceptibility To, 1
OMIM:300495	Autism, Susceptibility To, X-Linked 2
OMIM:300496	Autism, Susceptibility To, X-Linked 3
OMIM:300497	Asperger Syndrome, X-Linked, Susceptibility To, 2
OMIM:300498	Mental Retardation, X-Linked 45
OMIM:300500	Albinism, Ocular, Type I
OMIM:300504	Mental Retardation, X-Linked 52
OMIM:300505	Mental Retardation, X-Linked 84
OMIM:300509	Dyslexia, Susceptibility To, 9
OMIM:300510	Ovarian Dysgenesis 2
OMIM:300511	Premature Ovarian Failure 2a
OMIM:300514	Fanconi Anemia, Complementation Group B
OMIM:300518	Mental Retardation, X-Linked 82
OMIM:300519	Mental Retardation, X-Linked, Syndromic, Martin-Probst Type
OMIM:300523	Allan-Herndon-Dudley Syndrome
OMIM:300524	Kiaa2022 Gene
OMIM:300534	Mental Retardation, X-Linked, Syndromic, Claes-Jensen Type
OMIM:300536	Bone Mineral Density Quantitative Trait Locus 4
OMIM:300537	Heterotopia, Periventricular, Ehlers-Danlos Variant
OMIM:300537	Heterotopia, Periventricular Nodular, X-Linked Dominant
OMIM:300537	Heterotopia, Periventricular Nodular, X-Linked, With Frontometaphyseal Dysplasia
OMIM:300539	Nephrogenic Syndrome Of Inappropriate Antidiuresis
OMIM:300551	Mental Retardation, X-Linked 78
OMIM:300554	Hypophosphatemic Rickets, X-Linked Recessive
OMIM:300555	Dent Disease 2
OMIM:300557	Parkinson Disease 12
OMIM:300558	Mental Retardation, X-Linked 30
OMIM:300559	Glycogen Storage Disease, Type Ixd
OMIM:300571	Moved To 615465
OMIM:300577	Mental Retardation, X-Linked 91
OMIM:300578	Chromosome Xp11.3 Deletion Syndrome
OMIM:300580	Myopathy, Congenital, With Fiber-Type Disproportion, X-Linked
OMIM:300581	Fg Syndrome 5
OMIM:300582	Short Stature, Idiopathic, X-Linked
OMIM:300584	Immunodeficiency Without Anhidrotic Ectodermal Dysplasia
OMIM:300589	Nystagmus 5, Congenital, X-Linked
OMIM:300590	Cornelia De Lange Syndrome 2
OMIM:300591	Stature Quantitative Trait Locus 6
OMIM:300600	Aland Island Eye Disease
OMIM:300602	Clark-Baraitser Syndrome
OMIM:300604	Premature Ovarian Failure 2b
OMIM:300605	Retinitis Pigmentosa 34
OMIM:300607	Epileptic Encephalopathy, Early Infantile, 8
OMIM:300612	Brooks-Wisniewski-Brown Syndrome
OMIM:300613	Myopia 13, X-Linked
OMIM:300614	Deafness, X-Linked 5
OMIM:300615	Brunner Syndrome
OMIM:300619	Cataract, Ataxia, Short Stature, And Mental Retardation
OMIM:300622	Tn Polyagglutination Syndrome, Somatic
OMIM:300622	Tn Polyagglutination Syndrome
OMIM:300623	Fragile X Tremor/Ataxia Syndrome
OMIM:300624	Fragile X Mental Retardation Syndrome
OMIM:300630	Mental Retardation, X-Linked 59
OMIM:300630	Mental Retardation, X-Linked, Syndromic, Fried Type
OMIM:300633	Hypospadias 1, X-Linked
OMIM:300635	Lymphoproliferative Syndrome, X-Linked, 2
OMIM:300636	Atypical Mycobacteriosis, Familial, X-Linked 1
OMIM:300640	Invasive Pneumococcal Disease, Recurrent Isolated, 2
OMIM:300643	Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, X-Linked
OMIM:300645	Atypical Mycobacteriosis, Familial, X-Linked 2
OMIM:300650	Albinism, Ocular, With Late-Onset Sensorineural Deafness
OMIM:300652	Angioma Serpiginosum, X-Linked
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Uppsala
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Munchen
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Alabama
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Matsue
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Hamamatsu
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Fukuroi
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Afula
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Tokyo
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Michigan
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Shizuoka
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Barcelona
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Murcia
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Herlev
OMIM:300653	Phosphoglycerate Kinase 1 Deficiency, Amiens
OMIM:300659	Mental Retardation, X-Linked 93
OMIM:300660	Leukoencephalopathy With Metaphyseal Chondrodysplasia
OMIM:300661	Phosphoribosylpyrophosphate Synthetase Superactivity
OMIM:300672	Epileptic Encephalopathy, Early Infantile, 2
OMIM:300673	Encephalopathy, Neonatal Severe, Due To Mecp2 Mutation
OMIM:300673	Encephalopathy, Neonatal Severe, Due To Mecp2 Mutations
OMIM:300676	Mental Retardation, X-Linked, Syndromic 14
OMIM:300679	Chromosome Xp21 Deletion Syndrome
OMIM:300695	Scapuloperoneal Myopathy, X-Linked Dominant
OMIM:300696	Myopathy, X-Linked, With Postural Muscle Atrophy
OMIM:300696	Myopathy, Reducing Body, X-Linked, Severe Early-Onset
OMIM:300699	Mental Retardation, X-Linked, Syndromic, Wu Type
OMIM:300699	Mental Retardation, X-Linked 94
OMIM:300700	Albinism-Deafness Syndrome
OMIM:300703	Spinocerebellar Ataxia, X-Linked 5
OMIM:300704	Prostate Cancer, Hereditary, X-Linked 2
OMIM:300705	Mental Retardation, X-Linked 17
OMIM:300706	Mental Retardation, X-Linked, Syndromic, Turner Type
OMIM:300707	Toe Syndactyly, Telecanthus, And Anogenital And Renal Malformations
OMIM:300709	Mental Retardation, X-Linked, Syndromic 9
OMIM:300710	Alopecia, Androgenetic, 2
OMIM:300711	Pyloric Stenosis, Infantile Hypertrophic, 4
OMIM:300712	Craniofacioskeletal Syndrome
OMIM:300716	Mental Retardation, X-Linked 95
OMIM:300717	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe
OMIM:300717	Myopathy, Reducing Body, X-Linked, Severe Early-Onset
OMIM:300718	Myopathy, Reducing Body, X-Linked, Severe Early-Onset
OMIM:300718	Myopathy, Reducing Body, X-Linked, Childhood-Onset
OMIM:300719	Deafness, Cataract, Retinitis Pigmentosa, And Sperm Abnormalities
OMIM:300749	Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
OMIM:300750	Spastic Paraplegia 34, X-Linked
OMIM:300751	Anemia, Hereditary Sideroblastic, Pyridoxine Refractory
OMIM:300751	Anemia, Hereditary Sideroblastic
OMIM:300751	Anemia, Hereditary Sideroblastic, Late-Onset
OMIM:300751	Anemia, Sideroblastic, X-Linked
OMIM:300752	Protoporphyria, Erythropoietic, X-Linked Dominant
OMIM:300752	Protoporphyria, Erythropoietic, X-Linked
OMIM:300755	Agammaglobulinemia, X-Linked
OMIM:300756	Alzheimer Disease 16
OMIM:300758	Hypospadias 2, X-Linked
OMIM:300770	Surfactant Metabolism Dysfunction, Pulmonary, 4
OMIM:300778	Corneal Dystrophy, Lisch Epithelial
OMIM:300779	Corneal Dystrophy, Endothelial, X-Linked
OMIM:300784	Cancer/Testis Antigen Family 47, Member A5
OMIM:300789	Cancer/Testis Antigen Family 47, Member A10
OMIM:300799	Mental Retardation, X-Linked, Syndromic, Raymond Type
OMIM:300801	Chromosome Xp11.23-P11.22 Duplication Syndrome
OMIM:300802	Mental Retardation, X-Linked 96
OMIM:300803	Mental Retardation, X-Linked 97
OMIM:300804	Joubert Syndrome 10
OMIM:300807	Thrombophilia, X-Linked, Due To Factor Ix Defect
OMIM:300809	Systemic Lupus Erythematosus, Susceptibility To, 15
OMIM:300813	Sarcoma, Synovial
OMIM:300814	Nystagmus 6, Congenital, X-Linked
OMIM:300815	Chromosome Xq28 Duplication Syndrome
OMIM:300816	Combined Oxidative Phosphorylation Deficiency 6
OMIM:300818	Paroxysmal Nocturnal Hemoglobinuria 1
OMIM:300829	Cardiomyopathy, Fatal Fetal, Due To Myocardial Calcification
OMIM:300830	Chromosome Xp22 Deletion Syndrome
OMIM:300831	Ck Syndrome
OMIM:300833	46,Xx Sex Reversal 3
OMIM:300834	Macular Degeneration, X-Linked Atrophic
OMIM:300835	Anemia, X-Linked, With Or Without Neutropenia And/Or Platelet Abnormalities
OMIM:300842	Mcleod Syndrome
OMIM:300843	Bornholm Eye Disease
OMIM:300844	Mental Retardation, X-Linked 19
OMIM:300845	Moyamoya Disease 4 With Short Stature, Hypergonadotropic Hypogonadism, And Facial Dysmorphism
OMIM:300847	Autism, Susceptibility To, X-Linked 5
OMIM:300848	Mental Retardation, X-Linked 89
OMIM:300849	Mental Retardation, X-Linked 41
OMIM:300850	Mental Retardation, X-Linked 90
OMIM:300851	Mental Retardation, X-Linked 92
OMIM:300852	Mental Retardation, X-Linked 88
OMIM:300853	Immunodeficiency, X-Linked, With Magnesium Defect, Epstein-Barr Virus Infection, And Neoplasia
OMIM:300854	Renal Cell Carcinoma, Xp11-Associated
OMIM:300855	Ogden Syndrome
OMIM:300856	Hypospadias 4, X-Linked, Susceptibility To
OMIM:300857	Amyotrophic Lateral Sclerosis 15, With Or Without Frontotemporal Dementia
OMIM:300858	Mental Retardation, X-Linked, Syndromic 17
OMIM:300860	Mental Retardation, X-Linked, Syndromic, Nascimento Type
OMIM:300861	Mental Retardation, X-Linked, Syndromic, Chudley-Schwartz Type
OMIM:300863	Chondrodysplasia With Platyspondyly, Distinctive Brachydactyly, Hydrocephaly, And Microphthalmia
OMIM:300864	Cerebral-Cerebellar-Coloboma Syndrome, X-Linked
OMIM:300867	Kabuki Syndrome 2
OMIM:300868	Multiple Congenital Anomalies-Hypotonia-Seizures Syndrome 2
OMIM:300869	Chromosome Xq27.3-Q28 Duplication Syndrome
OMIM:300870	Aneurysm, Intracranial Berry, 5
OMIM:300872	Epsilon-Trimethyllysine Hydroxylase Deficiency
OMIM:300881	Baratela-Scott Syndrome
OMIM:300882	Cornelia De Lange Syndrome 5
OMIM:300884	Congenital Disorder Of Glycosylation, Type Is; Cdg1s
OMIM:300884	Congenital Disorder Of Glycosylation, Type Is
OMIM:300886	Mental Retardation, X-Linked, Syndromic 32
OMIM:300887	Aplasia Cutis Congenita, Reticulolinear, With Microcephaly, Facial Dysmorphism, And Other Congenital Anomalies
OMIM:300888	Hypothyroidism, Central, And Testicular Enlargement
OMIM:300894	Neurodegeneration With Brain Iron Accumulation 5
OMIM:300895	Ohdo Syndrome, X-Linked
OMIM:300896	Congenital Disorder Of Glycosylation, Type Iim
OMIM:300905	Charcot-Marie-Tooth Disease, X-Linked Dominant, 6
OMIM:300908	Anemia, Nonspherocytic Hemolytic, Due To G6pd Deficiency
OMIM:300910	Bone Mineral Density Quantitative Trait Locus 18
OMIM:301000	Wiskott-Aldrich Syndrome, Somatic
OMIM:301000	Wiskott-Aldrich Syndrome, Attenuated
OMIM:301000	Wiskott-Aldrich Syndrome
OMIM:301040	Alpha-Thalassemia/Mental Retardation Syndrome, X-Linked
OMIM:301050	Alport Syndrome, X-Linked
OMIM:301090	Moved To 273395
OMIM:301200	Amelogenesis Imperfecta, Type Ie
OMIM:301200	Amelogenesis Imperfecta, Type 1e, With Snow-Capped Teeth
OMIM:301200	Amelogenesis Imperfecta, Type 1e
OMIM:301201	Amelogenesis Imperfecta, Hypoplastic/Hypomaturation, X-Linked 2
OMIM:301220	Pigmentary Disorder, Reticulate, With Systemic Manifestations
OMIM:301300	Delta-Aminolevulinate Synthase 2
OMIM:301310	Anemia, Sideroblastic, And Spinocerebellar Ataxia
OMIM:301410	Neural Tube Defects, X-Linked
OMIM:301500	Fabry Disease
OMIM:301500	Fabry Disease, Cardiac Variant
OMIM:301590	Microphthalmia, Syndromic 4
OMIM:301700	Anosmia
OMIM:301790	Spinocerebellar Ataxia, X-Linked 3
OMIM:301800	Anus, Imperforate
OMIM:301815	Arthrogryposis, Ectodermal Dysplasia, Cleft Lip/Palate, And Developmental Delay
OMIM:301830	Spinal Muscular Atrophy, X-Linked 2
OMIM:301835	Arts Syndrome
OMIM:301840	Spinocerebellar Ataxia, X-Linked 4
OMIM:301845	Bazex Syndrome
OMIM:301850	Tubulin, Beta
OMIM:301900	Borjeson-Forssman-Lehmann Syndrome
OMIM:301940	Brachydactyly, Mononen Type
OMIM:301950	Branchial Arch Syndrome, X-Linked
OMIM:302000	Bullous Dystrophy, Hereditary Macular Type
OMIM:302020	Calbindin 3
OMIM:302030	Calvarial Hyperostosis
OMIM:302045	Cardiomyopathy, Dilated, 3b
OMIM:302060	Barth Syndrome
OMIM:302200	Cataract 40
OMIM:302300	Moved To 302200
OMIM:302350	Nance-Horan Syndrome
OMIM:302380	Catel-Manzke Syndrome
OMIM:302400	Central Incisors, Absence Of
OMIM:302500	Spinocerebellar Ataxia, X-Linked 1
OMIM:302600	Spinocerebellar Ataxia, X-Linked 2
OMIM:302650	Cerebellar Degeneration-Related Autoantigen 1
OMIM:302700	Cerebral Sclerosis, Diffuse, Scholz Type
OMIM:302800	Charcot-Marie-Tooth Disease, X-Linked Dominant, 1
OMIM:302801	Charcot-Marie-Tooth Disease, X-Linked Recessive, 2
OMIM:302802	Charcot-Marie-Tooth Disease, X-Linked Recessive, 3
OMIM:302803	Charcot-Marie-Tooth Peroneal Muscular Atrophy, X-Linked, With Aplasia Cutis Congenita
OMIM:302900	Charcot-Marie-Tooth Peroneal Muscular Atrophy And Friedreich Ataxia, Combined
OMIM:302905	Abruzzo-Erickson Syndrome
OMIM:302950	Chondrodysplasia Punctata 1, X-Linked Recessive
OMIM:302960	Chondrodysplasia Punctata 2, X-Linked Dominant
OMIM:302960	Chondrodysplasia Punctata 2, X-Linked Dominant, Atypical
OMIM:303100	Choroideremia
OMIM:303100	Choroideremia, Salla Type
OMIM:303110	Choroideremia, Deafness, And Mental Retardation
